Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,Quarter,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,ChurnLabel,CLTV,Churn,TenureGroup,SpendingGroup
Male,50,No,No,No,Yes,3,Q3,No,0,3,,Yes,19.58,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85,60.65,0.0,0,58.74,119.39,4,No,5868,0,0-12 Months,Low
Female,48,No,No,No,No,0,Q3,No,0,71,Offer A,Yes,18.2,No,Yes,DSL,28,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,5550.1,0.0,0,1292.2,6842.3,3,No,4846,0,48+ Months,Medium
Male,30,No,No,Yes,No,0,Q3,Yes,1,49,Offer B,Yes,47.17,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,93.85,4733.1,0.0,30,2311.33,7074.43,3,No,5698,0,48+ Months,High
Male,26,Yes,No,No,No,0,Q3,No,0,58,Offer B,Yes,47.47,No,Yes,DSL,69,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,70.1,4048.95,0.0,0,2753.26,6802.21,4,No,4474,0,48+ Months,Medium
Female,40,No,No,Yes,No,0,Q3,Yes,4,59,Offer B,Yes,8.28,No,Yes,DSL,22,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,75.95,4542.35,0.0,0,488.52,5030.87,3,No,5446,0,48+ Months,Medium
Female,34,No,No,No,No,0,Q3,No,0,11,Offer D,Yes,33.79,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.25,888.65,0.0,0,371.69,1260.34,3,No,5902,0,0-12 Months,Medium
Female,20,Yes,No,Yes,No,0,Q3,Yes,5,35,,Yes,42.18,No,Yes,Cable,59,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.95,1916.0,0.0,0,1476.3,3392.3,4,No,4858,0,24-48 Months,Medium
Female,23,Yes,No,No,No,0,Q3,No,0,20,Offer D,Yes,10.97,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.5,413.0,0.0,0,219.4,632.4,3,No,5409,0,12-24 Months,Low
Male,21,Yes,No,Yes,Yes,1,Q3,Yes,9,40,Offer B,Yes,22.96,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,808.95,0.0,0,918.4,1727.35,5,No,2630,0,24-48 Months,Low
Female,22,Yes,No,No,No,0,Q3,No,0,39,,Yes,25.33,No,Yes,DSL,82,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,47.85,1886.4,0.0,70,987.87,2944.27,3,No,5531,0,24-48 Months,Low
Female,62,No,No,Yes,Yes,1,Q3,Yes,7,72,Offer A,Yes,21.14,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.75,1679.25,0.0,0,1522.08,3201.33,5,No,4923,0,48+ Months,Low
Female,54,No,No,No,No,0,Q3,No,0,12,Offer D,Yes,6.56,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.8,540.95,0.0,0,78.72,619.67,4,No,5706,0,0-12 Months,Low
Male,48,No,No,No,No,0,Q3,No,0,1,Offer E,Yes,5.32,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,19.75,0.0,0,5.32,25.07,5,No,3595,0,0-12 Months,Low
Male,20,Yes,No,No,Yes,2,Q3,No,0,27,,Yes,30.36,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.15,537.35,0.0,0,819.72,1357.07,3,No,4004,0,24-48 Months,Low
Male,53,No,No,Yes,No,0,Q3,Yes,7,34,,Yes,26.03,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,678.8,0.0,0,885.02,1563.82,5,No,4669,0,24-48 Months,Low
Female,56,No,No,Yes,No,0,Q3,Yes,9,56,Offer B,Yes,4.24,No,Yes,Fiber Optic,15,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.3,4513.65,0.0,0,237.44,4751.09,3,No,6203,0,48+ Months,Medium
Female,31,No,No,No,No,0,Q3,No,0,58,Offer B,Yes,38.62,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.35,1423.85,0.0,0,2239.96,3663.81,3,No,6190,0,48+ Months,Low
Female,30,No,No,Yes,Yes,3,Q3,Yes,9,22,Offer D,Yes,25.98,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,555.4,0.0,0,571.56,1126.96,3,No,4386,0,12-24 Months,Low
Female,27,Yes,No,Yes,Yes,2,Q3,Yes,10,10,Offer D,Yes,18.57,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,225.55,0.0,0,185.7,411.25,5,No,3179,0,0-12 Months,Low
Male,23,Yes,No,No,No,0,Q3,No,0,13,Offer D,Yes,1.61,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.0,268.45,0.0,0,20.93,289.38,3,No,3037,0,12-24 Months,Low
Male,19,Yes,No,Yes,No,0,Q3,Yes,1,72,Offer A,Yes,21.72,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.7,1492.1,0.0,0,1563.84,3055.94,3,No,6317,0,48+ Months,Low
Male,21,Yes,No,No,No,0,Q3,No,0,2,,Yes,23.52,No,Yes,DSL,48,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.3,132.4,0.0,0,47.04,179.44,3,No,4799,0,0-12 Months,Medium
Male,42,No,No,Yes,Yes,1,Q3,Yes,1,4,,Yes,37.23,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.55,284.9,0.0,0,148.92,433.82,4,No,3708,0,0-12 Months,Medium
Female,28,Yes,No,No,No,0,Q3,No,0,37,,Yes,26.49,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,784.25,0.0,0,980.13,1764.38,3,No,3408,0,24-48 Months,Low
Male,59,No,No,No,No,0,Q3,No,0,21,Offer D,Yes,34.39,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,417.7,0.0,0,722.19,1139.89,3,No,2366,0,12-24 Months,Low
Male,20,Yes,No,No,No,0,Q3,No,0,3,,Yes,17.42,No,Yes,DSL,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,160.85,0.0,0,52.26,213.11,3,No,2085,0,0-12 Months,Low
Female,31,No,No,Yes,No,0,Q3,Yes,3,71,Offer A,No,0.0,No,Yes,Cable,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,58.65,4145.25,0.0,0,0.0,4145.25,4,No,4151,0,48+ Months,Medium
Male,41,No,No,No,No,0,Q3,No,0,9,,Yes,30.8,No,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,827.45,0.0,0,277.2,1104.65,3,No,5017,0,0-12 Months,High
Female,56,No,No,No,No,0,Q3,No,0,1,,Yes,16.99,No,Yes,DSL,8,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.5,49.5,0.0,30,16.99,96.49,4,No,5262,0,0-12 Months,Low
Male,36,No,No,Yes,No,0,Q3,Yes,5,71,Offer A,Yes,10.97,Yes,Yes,DSL,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.1,5585.4,0.0,0,778.87,6364.27,3,No,6045,0,48+ Months,Medium
Female,36,No,No,No,No,0,Q3,No,0,64,Offer B,Yes,15.93,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.4,1601.2,0.0,0,1019.52,2620.72,5,No,5887,0,48+ Months,Low
Male,33,No,No,No,No,0,Q3,No,0,4,,No,0.0,No,Yes,DSL,13,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.05,162.45,0.0,0,0.0,162.45,4,No,2664,0,0-12 Months,Low
Female,33,No,No,No,No,0,Q3,No,0,23,Offer D,Yes,13.98,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.5,470.2,0.0,0,321.54,791.74,4,No,5652,0,12-24 Months,Low
Female,59,No,No,Yes,Yes,2,Q3,Yes,3,39,,Yes,15.06,No,Yes,DSL,11,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,2066.0,0.0,0,587.34,2653.34,3,No,3154,0,24-48 Months,Medium
Male,27,Yes,No,Yes,No,0,Q3,Yes,1,28,,Yes,33.63,No,Yes,DSL,48,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,54.35,1426.45,0.0,30,941.64,2398.09,5,No,5105,0,24-48 Months,Medium
Male,62,No,No,No,No,0,Q3,No,0,37,,Yes,28.84,No,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.35,2552.9,0.0,0,1067.08,3619.98,3,No,5402,0,24-48 Months,Medium
Female,30,No,No,No,No,0,Q3,No,0,47,Offer B,Yes,40.25,Yes,Yes,Fiber Optic,69,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,94.9,4615.25,0.0,0,1891.75,6507.0,4,No,4510,0,24-48 Months,High
Female,39,No,No,Yes,Yes,3,Q3,Yes,8,50,Offer B,Yes,10.21,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,3557.7,0.0,0,510.5,4068.2,5,No,4539,0,48+ Months,Medium
Male,30,No,No,Yes,Yes,2,Q3,Yes,1,27,,Yes,13.55,Yes,Yes,Cable,59,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,71.6,1957.1,0.0,140,365.85,2462.95,5,No,3773,0,24-48 Months,Medium
Female,49,No,No,Yes,No,0,Q3,Yes,4,62,,Yes,8.91,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.65,1416.75,0.0,0,552.42,1969.17,4,No,4671,0,48+ Months,Low
Female,25,Yes,No,Yes,No,0,Q3,Yes,4,71,Offer A,Yes,6.23,No,Yes,DSL,58,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.85,5924.4,0.0,0,442.33,6366.73,4,No,4090,0,48+ Months,Medium
Male,39,No,No,No,No,0,Q3,No,0,66,Offer A,Yes,49.13,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,1697.7,0.0,0,3242.58,4940.28,4,No,6025,0,48+ Months,Low
Male,61,No,No,Yes,Yes,1,Q3,Yes,5,68,Offer A,Yes,32.59,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.7,7849.85,0.0,0,2216.12,10065.97,3,No,5671,0,48+ Months,High
Female,47,No,No,No,No,0,Q3,No,0,13,Offer D,No,0.0,No,Yes,DSL,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,649.4,0.0,0,0.0,649.4,3,No,3000,0,12-24 Months,Low
Male,37,No,No,Yes,No,0,Q3,Yes,3,56,,Yes,46.18,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.9,4557.5,0.0,0,2586.08,7143.58,5,No,5344,0,48+ Months,Medium
Female,56,No,No,No,No,0,Q3,No,0,16,Offer D,Yes,44.05,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.3,360.35,0.0,0,704.8,1065.15,3,No,2870,0,12-24 Months,Low
Female,60,No,No,Yes,Yes,2,Q3,No,0,14,Offer D,Yes,23.0,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,1046.5,0.0,0,322.0,1368.5,4,No,5819,0,12-24 Months,Medium
Female,37,No,No,No,No,0,Q3,No,0,8,,Yes,42.78,No,Yes,DSL,27,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,54.25,447.75,0.0,0,342.24,789.99,3,No,2237,0,0-12 Months,Medium
Female,29,Yes,No,Yes,Yes,2,Q3,Yes,8,43,,Yes,5.25,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.3,4209.95,0.0,0,225.75,4435.7,3,No,3280,0,24-48 Months,High
Female,31,No,No,No,No,0,Q3,No,0,52,,Yes,21.38,Yes,Yes,Cable,21,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,74.0,3877.65,0.0,0,1111.76,4989.41,3,No,5806,0,48+ Months,Medium
Male,35,No,No,No,No,0,Q3,No,0,3,,Yes,28.19,No,Yes,Cable,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.25,152.3,0.0,0,84.57,236.87,3,No,2166,0,0-12 Months,Low
Male,42,No,No,No,No,0,Q3,No,0,29,,Yes,46.12,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,572.2,0.0,0,1337.48,1909.68,4,No,5696,0,24-48 Months,Low
Female,48,No,No,Yes,Yes,3,Q3,Yes,1,16,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.5,552.7,0.0,80,0.0,632.7,5,No,2069,0,12-24 Months,Low
Female,41,No,No,No,No,0,Q3,No,0,40,,Yes,33.83,Yes,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,80.75,3208.65,0.0,0,1353.2,4561.85,4,No,2047,0,24-48 Months,Medium
Female,47,No,No,No,No,0,Q3,No,0,36,,Yes,41.33,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.55,620.75,0.0,0,1487.88,2108.63,5,No,2691,0,24-48 Months,Low
Male,49,No,No,Yes,No,0,Q3,Yes,10,26,,Yes,45.28,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,505.9,0.0,0,1177.28,1683.18,5,No,2403,0,24-48 Months,Low
Female,33,No,No,Yes,No,0,Q3,Yes,6,34,,Yes,40.67,No,Yes,DSL,7,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.2,1815.3,0.0,0,1382.78,3198.08,5,No,4352,0,24-48 Months,Low
Male,32,No,No,No,No,0,Q3,No,0,10,Offer D,Yes,7.65,No,Yes,DSL,17,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,62.25,612.95,0.0,0,76.5,689.45,3,No,3415,0,0-12 Months,Medium
Female,52,No,No,No,No,0,Q3,No,0,14,,Yes,27.68,No,Yes,DSL,26,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,55.7,795.15,0.0,100,387.52,1282.67,4,No,4978,0,12-24 Months,Medium
Male,63,No,No,Yes,No,0,Q3,Yes,7,47,,Yes,6.54,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,973.1,0.0,0,307.38,1280.48,5,No,2021,0,24-48 Months,Low
Male,36,No,No,Yes,No,0,Q3,Yes,2,24,,Yes,10.23,No,Yes,Fiber Optic,8,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,2210.2,0.0,0,245.52,2455.72,3,No,5436,0,12-24 Months,High
Male,62,No,No,No,No,0,Q3,No,0,22,,No,0.0,No,Yes,DSL,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,56.75,1304.85,0.0,0,0.0,1304.85,4,No,4574,0,12-24 Months,Medium
Male,31,No,No,No,No,0,Q3,No,0,1,,Yes,18.81,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,21.1,0.0,0,18.81,39.91,5,No,2810,0,0-12 Months,Low
Female,35,No,No,Yes,Yes,5,Q3,Yes,2,59,,Yes,48.07,Yes,Yes,Fiber Optic,53,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,5580.8,0.0,0,2836.13,8416.93,3,No,5266,0,48+ Months,High
Female,44,No,No,Yes,No,0,Q3,Yes,9,58,,Yes,36.45,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.5,1497.9,9.22,0,2114.1,3602.78,4,No,4455,0,48+ Months,Low
Female,61,No,No,Yes,Yes,2,Q3,Yes,3,3,,Yes,1.67,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,200.2,33.8,0,5.01,171.41,3,No,5998,0,0-12 Months,Medium
Male,50,No,No,No,No,0,Q3,No,0,32,,Yes,14.91,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,614.45,9.73,0,477.12,1081.84,5,No,3398,0,24-48 Months,Low
Male,39,No,No,Yes,Yes,1,Q3,Yes,5,10,,Yes,22.83,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.75,257.5,0.0,0,228.3,485.8,5,No,4950,0,0-12 Months,Low
Female,41,No,No,Yes,No,0,Q3,No,0,52,,Yes,8.25,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,1012.4,46.07,0,429.0,1395.33,3,No,4848,0,48+ Months,Low
Male,53,No,No,No,No,0,Q3,No,0,32,,Yes,6.2,Yes,Yes,Fiber Optic,25,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.65,2766.4,47.87,150,198.4,3066.93,3,No,2426,0,24-48 Months,High
Female,35,No,No,No,No,0,Q3,No,0,16,,Yes,13.04,Yes,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,1129.35,39.99,0,208.64,1298.0,5,No,3574,0,12-24 Months,Medium
Female,62,No,No,No,No,0,Q3,No,0,51,,Yes,7.54,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,107.45,5680.9,14.76,0,384.54,6050.68,3,No,5446,0,48+ Months,High
Male,30,No,No,No,No,0,Q3,No,0,29,,Yes,3.69,No,Yes,Cable,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.35,2243.9,2.24,0,107.01,2348.67,3,No,4422,0,24-48 Months,Medium
Male,24,Yes,No,Yes,No,0,Q3,Yes,1,70,Offer A,Yes,1.63,No,Yes,DSL,41,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,42.89,0,114.1,4594.46,3,No,5669,0,48+ Months,Medium
Female,25,Yes,No,Yes,Yes,2,Q3,Yes,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,0,2283.36,9426.94,3,No,6171,0,48+ Months,High
Male,28,Yes,No,Yes,No,0,Q3,Yes,4,41,,Yes,13.58,Yes,Yes,DSL,51,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,68.5,2839.95,38.37,0,556.78,3358.36,4,No,3877,0,24-48 Months,Medium
Male,49,No,No,No,No,0,Q3,No,0,1,,Yes,5.93,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.55,80.55,0.0,60,5.93,146.48,4,No,3154,0,0-12 Months,Medium
Female,38,No,No,Yes,No,0,Q3,Yes,4,7,,Yes,12.16,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.25,580.1,47.36,0,85.12,617.86,3,No,5928,0,0-12 Months,Medium
Male,60,No,No,Yes,Yes,1,Q3,Yes,10,67,Offer A,Yes,18.29,Yes,Yes,Fiber Optic,11,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89.55,6038.55,33.76,0,1225.43,7230.22,3,No,6194,0,48+ Months,High
Male,38,No,No,Yes,Yes,1,Q3,Yes,3,5,,Yes,18.97,Yes,Yes,Cable,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.7,259.4,0.0,0,94.85,354.25,3,No,3598,0,0-12 Months,Medium
Male,53,No,No,No,Yes,3,Q3,No,0,15,,Yes,32.54,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.8,324.15,12.8,0,488.1,799.45,3,No,3965,0,12-24 Months,Low
Female,21,Yes,No,Yes,Yes,3,Q3,Yes,4,20,,Yes,38.6,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,417.65,9.73,0,772.0,1179.92,3,No,3402,0,12-24 Months,Low
Male,50,No,No,Yes,Yes,3,Q3,Yes,9,54,,Yes,7.25,Yes,Yes,Fiber Optic,57,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,5637.85,23.01,0,391.5,6006.34,5,No,5546,0,48+ Months,High
Male,32,No,No,No,No,0,Q3,No,0,42,,Yes,48.41,No,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.55,839.4,12.16,0,2033.22,2860.46,3,No,5293,0,24-48 Months,Low
Female,24,Yes,No,Yes,No,0,Q3,Yes,3,9,,Yes,6.78,No,Yes,Fiber Optic,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,769.1,0.0,0,61.02,830.12,5,No,4654,0,0-12 Months,Medium
Female,24,Yes,No,No,No,0,Q3,No,0,63,,Yes,37.76,Yes,Yes,Fiber Optic,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45,6253.0,0.0,0,2378.88,8631.88,3,No,4769,0,48+ Months,High
Female,57,No,No,Yes,No,0,Q3,Yes,10,69,Offer A,Yes,39.78,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.25,1641.8,45.75,0,2744.82,4340.87,3,No,4884,0,48+ Months,Low
Female,24,Yes,No,No,No,0,Q3,No,0,69,Offer A,Yes,36.5,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.6,1678.05,28.42,0,2518.5,4168.13,5,No,5294,0,48+ Months,Low
Male,32,No,No,Yes,No,0,Q3,Yes,7,40,,Yes,24.3,No,Yes,DSL,28,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,2058.5,37.03,0,972.0,2993.47,4,No,2454,0,24-48 Months,Low
Male,38,No,No,No,No,0,Q3,No,0,60,Offer B,No,0.0,No,Yes,DSL,25,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,39.6,2424.5,38.46,0,0.0,2386.04,3,No,5544,0,48+ Months,Low
Male,33,No,No,Yes,No,0,Q3,Yes,3,32,,Yes,47.89,Yes,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,98.85,3145.9,0.0,0,1532.48,4678.38,4,No,3981,0,24-48 Months,High
Male,60,No,No,No,No,0,Q3,No,0,39,,Yes,5.4,Yes,Yes,DSL,16,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,53.85,2200.7,46.66,0,210.6,2364.64,3,No,2380,0,24-48 Months,Medium
Female,36,No,No,No,No,0,Q3,No,0,38,,Yes,46.18,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63,3,No,2997,0,24-48 Months,Low
Male,32,No,No,No,No,0,Q3,No,0,52,Offer B,Yes,15.1,Yes,Yes,Fiber Optic,17,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,89.45,4577.75,18.89,0,785.2,5344.06,3,No,5386,0,48+ Months,High
Female,57,No,No,Yes,Yes,3,Q3,Yes,1,48,Offer B,Yes,30.41,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105.25,4997.5,1.66,0,1459.68,6455.52,3,No,4275,0,24-48 Months,High
Male,21,Yes,No,Yes,No,0,Q3,Yes,7,70,Offer A,No,0.0,No,Yes,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.5,4144.8,23.72,0,0.0,4121.08,4,No,4031,0,48+ Months,Medium
Male,56,No,No,No,No,0,Q3,No,0,20,,Yes,3.8,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,70.55,1493.55,17.6,0,76.0,1551.95,3,No,5790,0,12-24 Months,Medium
Female,59,No,No,No,No,0,Q3,No,0,50,Offer B,Yes,21.25,Yes,Yes,DSL,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,82.5,4179.1,21.35,0,1062.5,5220.25,4,No,5258,0,48+ Months,Medium
Male,46,No,No,Yes,No,0,Q3,Yes,5,25,,Yes,6.45,No,Yes,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,61.6,1611.0,44.9,0,161.25,1727.35,3,No,3807,0,24-48 Months,Medium
Male,58,No,No,No,No,0,Q3,No,0,12,,Yes,44.78,No,Yes,DSL,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,29.32,0,537.36,1101.09,5,No,4244,0,0-12 Months,Low
Female,29,Yes,No,Yes,No,0,Q3,Yes,4,23,,Yes,11.4,No,Yes,DSL,58,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66.25,1533.8,23.92,0,262.2,1772.08,4,No,2072,0,12-24 Months,Medium
Male,26,Yes,No,No,No,0,Q3,No,0,27,,Yes,20.66,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,529.8,0.0,0,557.82,1087.62,5,No,3792,0,24-48 Months,Low
Male,45,No,No,Yes,Yes,2,Q3,Yes,9,26,,Yes,43.84,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.15,515.75,0.0,0,1139.84,1655.59,5,No,4347,0,24-48 Months,Low
Male,58,No,No,No,Yes,1,Q3,No,0,2,,Yes,21.18,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,48.35,0.0,0,42.36,90.71,3,No,4725,0,0-12 Months,Low
